_uid_,origin_id,origin_x,origin_y,parkid,destination_id,destination_x,destination_y
"4293","371830509002025",-78.6396997989559,35.760195252414,"25",Caraleigh,-78.646208390979,35.761059568216
"4294","371830509002025",-78.6396997989559,35.760195252414,"162",Mount Hope Cemetery,-78.645664315435,35.7645574249331
"4295","371830509002025",-78.6396997989559,35.760195252414,"104",Walnut Terrace,-78.6406429059097,35.7666901928436
"4296","371830509002025",-78.6396997989559,35.760195252414,"7",Bragg Street,-78.6359528356686,35.7659754051634
"4297","371830509002025",-78.6396997989559,35.760195252414,"24",Junious N. Sorrell,-78.6331999868783,35.7667661058178
"4298","371830509002026",-78.6385280556817,35.7619669927479,"3",Eliza Pool,-78.6429550469876,35.7593573228273
"4299","371830509002026",-78.6385280556817,35.7619669927479,"104",Walnut Terrace,-78.6406429059097,35.7666901928436
"4300","371830509002026",-78.6385280556817,35.7619669927479,"46",John P Top Greene,-78.6332637635309,35.7694914769703
"4301","371830509002026",-78.6385280556817,35.7619669927479,"25",Caraleigh,-78.646208390979,35.761059568216
"4302","371830509002026",-78.6385280556817,35.7619669927479,"164",City Plaza,-78.6394171776381,35.7743682431217
"4303","371830509002026",-78.6385280556817,35.7619669927479,"162",Mount Hope Cemetery,-78.645664315435,35.7645574249331
"4304","371830509002026",-78.6385280556817,35.7619669927479,"16",Chavis,-78.6300507419281,35.7702856126247
"4305","371830509003003",-78.6322555145893,35.7669836846155,"183",John Winters,-78.6313212766575,35.7776123734814
"4306","371830509002026",-78.6385280556817,35.7619669927479,"24",Junious N. Sorrell,-78.6331999868783,35.7667661058178
"4307","371830509002027",-78.6362692315917,35.7586063234426,"7",Bragg Street,-78.6359528356686,35.7659754051634
"4308","371830509002027",-78.6362692315917,35.7586063234426,"25",Caraleigh,-78.646208390979,35.761059568216
"4309","371830509002027",-78.6362692315917,35.7586063234426,"24",Junious N. Sorrell,-78.6331999868783,35.7667661058178
"4310","371830509002027",-78.6362692315917,35.7586063234426,"162",Mount Hope Cemetery,-78.645664315435,35.7645574249331
"4311","371830509002028",-78.6351918417318,35.7572408289683,"11",Biltmore Hills,-78.6261057989025,35.746075168277
"4312","371830509002027",-78.6362692315917,35.7586063234426,"104",Walnut Terrace,-78.6406429059097,35.7666901928436
"4313","371830509002027",-78.6362692315917,35.7586063234426,"46",John P Top Greene,-78.6332637635309,35.7694914769703
"4314","371830509002027",-78.6362692315917,35.7586063234426,"185",Walnut Creek Wetland Center,-78.6277351267783,35.7591430967437
"4315","371830509002028",-78.6351918417318,35.7572408289683,"3",Eliza Pool,-78.6429550469876,35.7593573228273
"4316","371830509002028",-78.6351918417318,35.7572408289683,"185",Walnut Creek Wetland Center,-78.6277351267783,35.7591430967437
"4317","371830509002029",-78.6347686129687,35.7571831286353,"7",Bragg Street,-78.6359528356686,35.7659754051634
"4318","371830509002029",-78.6347686129687,35.7571831286353,"24",Junious N. Sorrell,-78.6331999868783,35.7667661058178
"4319","371830509002029",-78.6347686129687,35.7571831286353,"46",John P Top Greene,-78.6332637635309,35.7694914769703
"4320","371830509002029",-78.6347686129687,35.7571831286353,"185",Walnut Creek Wetland Center,-78.6277351267783,35.7591430967437
"4321","371830509002030",-78.6417348031074,35.7647623272099,"3",Eliza Pool,-78.6429550469876,35.7593573228273
